시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
오죽헌/시립박물관,공립,강원도 강릉시 율곡로 3139번길 24,강원도 강릉시 죽헌동 201번지,37.779191,128.878139,033-660-3300,오죽헌/시립박물관,https://www.gn.go.kr/museum/index.do,,09:00,18:00,09:00,18:00,연중무휴,3000,2000,1000,"경로, 장애인 무료, 단체 : 30인 이상",보물 제165호인 오죽헌과 소중한 강릉의 역사와 문화이야기를 전하는 시립박물관,,033-660-3301,강원도 강릉시,2018-08-31,4200000,강원도 강릉시,
대관령박물관,공립,강원도 강릉시 대관령옛길1,강원도 강릉시 성산면 어흘리 374-3,37.716618,128.803792,033-660-3300,오죽헌/시립박물관,https://www.gn.go.kr/museum/index.do,,09:00,18:00,09:00,18:00,연중무휴,1000,700,400,"경로, 장애인 무료, 단체 : 30인 이상","선사, 역사, 민속유물 1,000여 점 전시",,033-660-3301,강원도 강릉시,2018-08-31,4200000,강원도 강릉시,
강릉시립미술관,공립,강원도 강릉시 화부산로 40번길 46,강원도 강릉시 교1동 904-14,37.760697,128.807750,033-640-4271,강릉시립미술관,https://www.gn.go.kr/mu/index.do,"수유실,야외정원",09:00,18:00,09:00,18:00,"월요일 ,추석 설날 당일",0,0,0,무료,시민모두가 문화를 향유하고 새로운 가치를 만들어가는 강원도 유일의 시립미술관,강릉제일고 버스정류장 하차 도보3분,033-640-4271,강원도 강릉시,2018-08-31,4200000,강원도 강릉시,
오산리선사유적박물관,공립,강원도 양양군 손양면 학포길 33,강원도 양양군 손양면 오산리 51,38.085892,128.660532,033-670-2442,양양군시설관리사업소,www.osm.go.kr,"주차장, 화장실, 자전거보관대",09:00,18:00,09:00,18:00,연중무휴,1000,500,300,1)지역주민 50퍼센트 감면 2)단체할인 3)만7세이하 만65세 이상  장애인 국가유공자 무료,"2007년 개관, 오산리 유적 및 지역 출토 선사 유물 전시, 사적 제394호 오산리 유적 내 위치, 야외시설, 쌍호 탐방로 등","버스 양양시내에서 수산리·동호리 방향 오산리, 송포초등학교 하차 도보 400m",033-670-2443,강원도 양양군청(시설관리사업소),2018-08-22,4350000,강원도 양양군,
일현미술관,사립,강원도 양양군 손양면 동호리 191-8,강원도 양양군 손양면 선사유적로 359,38.061701,128.678307,033-670-8450,일현미술관,ilhyunmuseum.or.kr,"주차장, 화장실, 자전거보관대",10:00,18:00,10:00,18:00,매주 월요일,2000,1500,0,1)단체할인 2)65세 이상 7세 이하 무료,양양군의 유일한 현대미술관으로서 지역예술문화를 선도하고 국내외 현대 미술을 소개하기 위해 2005년 개관,"양양 시내에서 동호리(31), 상운리(32)버스. 동호리에서 하차 도보 약 400m",033-670-8450,일현미술관,2018-08-22,4350000,강원도 양양군,
영양산촌박물관,공립,경상북도 영양군 입암면 영양로 963,경상북도 영양군 입암면 연당리 20번지,36.615328,129.084072,054-680-5367,영양군시설관리사업소,http://www.yyg.go.kr/museum,물품보관소+유모차대여소,09:00,18:00,09:00,18:00,"매주 월요일, 1월 1일, 설날, 추석",0,0,0,무료,"영양산촌생활박물관은 영양지역의 산촌문화를 조사, 전시, 연구, 교육하는 전문박물관",영양시외버스터미널 혹은 영양버스 이용,054-682-2241,경상북도 영양군청,2018-10-31,5170000,경상북도 영양군,
월정사 성보박물관,사립,강원도 평창군 진부면 오대산로 176,,37.718455,128.602827,033-339-7000,월정사,http://www.woljeongsamuseum.or.kr/,,09:30,16:30,09:30,16:30,월요일1/1일,0,0,0,무료,"월정사 성보박물관은 지상 2층, 지하 2층으로 이루어진 콘크리트 건물입니다. 총 면적은 2700㎡ 로 1층과 2층에는 전시공간을, 지하에는 관장실과 학예연구실, 수장고, 창고, 기계실들을 갖추고 있습니다. 현재 국보 제 48-2호 월정사석보살좌상, 제 292호 평창 상원사 중창권선문 2건의 국보와 5건의 보물 등 총 39건의 지정문화재와 4,000점의 문화재가 소장되어있음",월정사 앞 위치,033-330-2722,평창군,2018-09-05,4280000,강원도 평창군,
고려궁박물관,사립,강원도 평창군 대관령면 올림픽로 1169,,37.619736,128.649328,033-336-1111,고려궁한옥호텔,,,10:00,18:00,10:00,18:00,연중무휴,0,0,0,무료,"목아박물관의 설립자이자, 중형무형문화제 108호 목조각장 박찬수씨의 손길을 고스란히 느낄 수 있습니다. 문화예술품들을 역사적으로 조망하며, 역사와 문화를 한눈에 볼 수 있는 전시도 기획하고 있음",발왕산 인근,033-330-2723,평창군,2018-09-05,4280000,강원도 평창군,
성호기념관,공립,경기도 안산시 상록구 성호로 131,경기도 안산시 상록구 이동 615,37.314207,126.860491,031-481-2574,안산시청,http://seongho.iansan.net,영상실+장애인용 엘리베이터,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일, 설·추석연휴",500,300,200,"무료 : 7세이하, 65세이상, 장애인, 국가유공자, 100인 이상 학생단체",성호기념관은  성호 이익 서생의 생애와 사상을 조명하기 위하여 안산시가 2002년 건립한 안산 최초의 박물관(제1종 전문박물관),"시내버스 : 11, 11-2, 76, 71, 99-1, 125번 좌석버스 : 301번(서울 영등포역 - 광명 - 안산 상록수전철역) 지하철 : 4호선(상록수역, 한양대역)",031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
최용신기념관,공립,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299605,126.862732,031-481-3040,안산시청,http://choiyongsin.iansan.net,,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일, 설·추석연휴",0,0,0,,최용신기념관은 애국계몽독립운동가이셨던 최용신 선생을 기리고자 안산시가 건립한 공립박물관이자 국가보훈처 지정 현충시설(제13-1-23호),4호선 상록수역 1번 출구 (500m),031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
안산향토사박물관,공립,경기도 안산시 상록구 석호로 144,경기도 안산시 상록구 사동 1586-1,37.299094,126.847974,031-415-0041,안산문화원,http://www.ansanculture.or.kr,문화사랑방+문헌자료실,10:00,17:00,10:00,17:00,설·추석연휴,0,0,0,,"안산향토사박물관은 2005년 개관했으며, 선사시대부터 근현대사에 이르는 안산의 역사를 한 눈에 볼 수 있는 1종 전문박물관",지하철 4호선 한대앞역,031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
안산어촌민속박물관,공립,경기도 안산시 단원구 대부황금로 7,경기도 안산시 단원구 선감동 717,37.192438,126.646101,032-886-2912,안산도시공사,http://www.ansanuc.net,3D입체영상실+야외테라스,09:00,18:00,09:00,18:00,"매주 월요일, 1월1일, 설·추석연휴",2000,1500,1000,"무료 : 국가유공자, 장애인, 미취학 아동, 65세이상",안산어촌민속박물관은 서해안의 갯벌 생태계와 어촌 주민들의 삶을 살펴볼 수 있는 공립박물관(제1종 전문박물관),안산 시내버스 123번 버스 탑승 후 탄도항(종점) 하차,031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
단원미술관,공립,경기도 안산시 상록구 충장로 422,경기도 안산시 상록구 성포동 727,37.315587,126.851514,031-481-0505,안산문화재단,http://www.danwon.org,뮤지엄카페(해밀시아),10:00,19:00,10:00,19:00,연중 무휴,2000,1000,0,무료 : 3세 미만 어린이,단원미술관은 단원 김홍도의 예술혼이 살아 숨쉬는 문화예술도시 안산시가 건립한 최초의 공립미술관(제1종 전문미술관),"시내버스 : 23, 31, 52번 이용(성포동 홈플러스 앞 하차, 도보 5분) 지하철 : 4호선 한대앞역 하차(3번출구) ->버스 환승(31, 33, 52번) [성포동 홈플러스 앞 하차, 도보 5분]",031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
맥아트미술관,사립,경기도 안산시 단원구 부흥로 254,경기도 안산시 단원구 대부남동 3-13,37.220591,126.602059,032-888-6262,맥아트미술관,http://www.glassisland.co.kr,문화상품점(BODA)+뮤지엄카페(MURANO),09:30,18:30,09:30,20:00,"매년 12월 31일, 매주 월요일, 추석.설 하루전날",10000,9000,8000,"무료 : 유아(3세 미만), 할인 : 장애우, 국가유공자, 경로자","맥아트미술관은 회화, 입체, 설치, 영상 등 다양한 장르의 예술 작품들을 만날 수 있는 사립미술관(2012년 개관)","지하철 4호선 안산역 <-> 시내버스 123번 이용 (대부동주민센터 하차 후 4km 거리) 지하철 4호선 오이도역, <-> 광역버스 790번 이용 (대부동주민센터 하차 후 4km 거리)",031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
유리섬미술관,사립,경기도 안산시 단원구 부흥로 254,경기도 안산시 단원구 대부남동 3-13,37.220591,126.602059,032-888-6262,유리섬미술관,http://www.glassisland.co.kr,문화상품점(BODA)+뮤지엄카페(MURANO),09:30,18:30,09:30,20:00,"매년 12월 31일, 매주 월요일, 추석.설 하루전날",10000,9000,8000,"무료 : 유아(3세 미만), 할인 : 장애우, 국가유공자, 경로자",유리섬 미술관은 유리예술 문화를 공유하고 창조하는 복합문화체험공간을 추구하는 사립미술관(2012년 개관),"지하철 4호선 안산역 <-> 시내버스 123번 이용 (대부동주민센터 하차 후 4km 거리), 지하철 4호선 오이도역 <-> 광역버스 790번 이용 (대부동주민센터 하차 후 4km 거리)",031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
정문규미술관,사립,경기도 안산시 단원구 대부황금로 153-9,경기도 안산시 단원구 선감동 680-9,37.205297,126.644245,032-881-2753,정문규미술관,http://www.chungmuseum.org/,문화상품점+뮤지엄카페(ARPEGGIONE),10:00,18:00,10:00,18:00,매주 월요일,0,0,0,,정문규미술관은 2009년 우리나라의 대표적인 서양화가인 정문규 화백이 건립한 안산시  최초 개인사립미술관,"안산 시내버스 123번 이용(배차간격 30분), 안산에서 대중교통 이용(신백승여행사 709번)",031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
종이미술관,사립,경기도 안산시 단원구 대남로 233,경기도 안산시 단원구 대부남동 산85-41,37.224455,126.575946,032-887-0606,종이미술관,http://종이미술관.com,문화상품점+뮤지엄카페+한옥체험관(호텔),10:00,18:00,10:00,18:00,매주 월요일,5000,4000,4000,무료:3세 미만,종이미술관은 2014년 개관한  한국 최초의 종이조형미술관,"지하철 : 4호선 안산역↔시내버스 123번 이용, 오이도역↔광역버스 790번 이용",031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
이풀실내정원,사립,경기도 안산시 상록구 반월천북길 139-18,경기도 안산시 상록구 팔곡1동 163-6,37.310679,126.889270,031-437-2525,이풀실내정원,http://www.eunicesgarden.com,"레스토랑, 뮤지엄카페, 문화상품점",11:00,22:00,11:00,22:00,매주 월요일,0,0,0,,"‘이풀’은 ‘이로운 풀’ 즉 ‘이로운 식물’이라는 뜻의 조합어로, 이풀실내정원은 실내 생활을 하면서도 언제나 식물을 가까이 보고 즐길 수 있는 다양한 실내 가드닝 ( Gardening ) 방법을 전시하는 식물전문박물관",,031-481-2796,안산시청,2018-08-31,3930000,경기도 안산시,
영동군 난계국악박물관,공립,충청북도 영동군 심천면 국악로 9,충청북도 영동군 심천면 고당리 519-1,36.210131,127.705152,043-740-3886,충청북도 영동군,http://tour.yd21.go.kr/html/tour/asstn/asstn_04030201.html,,09:00,18:00,09:00,18:00,"1월 1일, 설연휴, 추석연휴, 법정공휴일 다음날",2000,1500,1500,"30명 이상 단체 성인 1,500원, 단체 청소년, 어린이 1,000원,  6세 이하,  65세 이상 무료",,,043-740-3886,충청북도 영동군,2018-08-28,4440000,충청북도 영동군,
충주고구려천문과학관,국립,충청북도 충주시 중앙탑면 묘곡내동길 100,충청북도 충주시 중앙탑면 하구암리 143-3,37.040354,127.848417,043-842-3247,㈜천문우주기획,www.gogostar.kr,"주관측실, 보조관측실,천체투영실, 시청각실, 전시실",14:00,22:00,14:00,22:00,"매주일요일, 국경일, 기념일",3000,2000,1000,0,충주고구려천문과학관은 시민들에게 천문우주과학 지식을 보급하고 우리지역의 밤하늘을 보조하기 위해 노력 하고 있음.,,043-850-5973,충주시청 문화예술과,2018-06-05,4390000,충청북도 충주시,
세계무술박물관,국립,충청북도 충주시 남한강로26,충청북도 충주시 금릉동 600,36.591766,127.544059,043-850-6733,세계무술박물관,없음,없음,09:00,18:00,09:00,18:00,"신정,설날,추석,매주 월",0,0,0,0,충주세계물술박물관은 그동안 열렸던 충주세계무술축제의 성과를 전시하고 세계무술의 다양한 모습과 가치를 만드는 곳이다.,없음,043-850-6733,관광과,2018-06-05,4390000,충청북도 충주시,
충렬사유물전시관,국립,충청북도 충주시 충열1길 6(단월동),충청북도 충주시 단월동 385-1,36.946228,127.906206,043-850-7302,충주 임충민공충렬사 관리사무소,무,주차장,09:00,18:00,09:00,18:00,연중무휴,0,0,0,0,임충민공 충렬사는 선조27년 충주에서 태어난 임경업장군의 충절을 기리기 위해 세운 사당이며 장군이 사용했던 유품을 충렬사유물전시관에 전시하고 있음,자가운전 : 충주IC→달천사거리(우회전)→건국대학교→달천동주민센터건너편→충주임충민공충렬사대중교통 : 충주공용버스터미널에서 610번 버스 이용,043-850-5982,충주시청 문화예술과,2018-06-05,4390000,충청북도 충주시,
충주박물관,국립,충청북도 충주시 중앙탑길 112-28,충청북도 충주시 중앙탑면 47-5,37.017107,127.865611,043-850-3927,충주박물관,www.chungju.go.kr/museum,"안내실,자료실,강당",09:00,18:00,09:00,18:00,"매주월요일,1월1일, 구정, 추석당일",0,0,0,,"역사실민속실, 선사삼국실,고려조선실, 항쟁실,충주인물실,체험실로 구성","시내버스4,50분간격 운행, 도심에서3,40분소요",043-850-0708,충주시,2018-06-05,4390000,충청북도 충주시,
조동리선사유적박물관,국립,충청북도 충주시 동량면 조동1길 15,충청북도 충주시 동량면 조동리 1371,37.026491,127.961838,043-850-3991,선사유적박물관,www.chungju.go.kr/museum,"안내실,자료실,강당",09:00,18:00,09:00,18:00,"매주월요일,1월1일, 구정, 추석당일",0,0,0,,"조동리선사문화실,조동리농경실,농학자허문회선생기념실로 구성","시내버스1시간간격 운행, 도심에서3,40분 소요",043-850-0708,충주시,2018-06-05,4390000,충청북도 충주시,
충주과수과학관,국립,충청북도 충주시 동량면 충원대로 1346,충청북도 충주시 동량면 대전리 1665-1,37.044768,127.929021,043-850-3258,충주시농업기술센터,www.cja.go.kr,,09:00,18:00,09:00,18:00,"매주 일요일 정기휴관, 법정공휴일 및 법정휴일, 동절기 임시휴관",0,0,0,,"충주 사과, 복숭아 홍보관",,043-850-3258,충주시농업기술센터,2018-06-05,4390000,충청북도 충주시,
한국교통대학교 박물관,대학,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123번지,36.969013,127.871751,043-841-5696,한국교통대학교,http://museum.ut.ac.kr,"커피숍, 편의점, 식당 등",10:00,17:00,09:00,18:00,법정공휴일,0,0,0,0,"산업기술 분야를 중심으로 한 고고역사,미술,공예 및 민속 관련 자료를 수집,전시하고 교직원 및 학생의 관람과 교육연구 자료로서 공여하여 향토문화의 인식계몽에 기어코자 함.","서울 → 충주(동서울터미널, 강남터미널 1시간 30분)수원 → 충주(직통, 직행 1시간 30분)청주 → 충주(직통, 직행 1시간)원주·제천 → 충주(직행 50분)문경·점촌 → 충주(직행 1시간)충주시외버스터미널 → 한국교통대학교(주덕방향 시내버스 5분)",043-841-5696,한국교통대학교,2018-06-05,4390000,충청북도 충주시,
세계술문화박물관,사립,충청북도 충주시 중앙탑면 묘곡내동길 100,충청북도 충주시 중앙탑면 탑정안길 12,37.018767,127.865646,043-855-7333,세계술문화박물관,www.liquorium.com,"전시실, 아트홀, 교육실, 수장고, 자료실",10:00,18:00,09:00,18:00,"매주월요일, 설전날, 설당일, 추석전날, 추석당일, 신정",5000,4000,4000,0,"세계술문화박물관 리쿼리움,발효교육관은 발효에 관련된 역사 문화 및 제조 유물을 수집, 전시한 종합 발효문화 박물관으로서 발효의 원리와 예술적 가치를 탐색하고 옛 선조들의 전통을 계승보존하며 지역 문화 예술발전에 공헌하고 있습니다. 전시관과 함께 교육관 야외 잔디 공연장을 자체적으로 확보하고 있으며, 발효과학 체험과 전통발효음식, 청소년 음주예방교육 프로그램을 제공하여 과학예술과 어우러진 문화의 공간으로 노력하고 있습니다.",,043-855-7333,세계술문화박물관,2018-06-05,4390000,충청북도 충주시,
관아갤러리,공립,충청북도 충주시 관아5길 10,충청북도 충주시 관아5길 10,36.970052,127.933887,043-850-3911,관아갤러리,www.chungju.go.kr/culture/,전시실,09:00,18:00,09:00,18:00,법정공휴일 및 법정휴일,0,0,0,0,충주문화회관 내 소재한 관아갤러리는 기획전시공간으로 대관 신청을 통해 이용 가능,,043-850-3913,충주시청 문화예술과,2018-06-05,4390000,충청북도 충주시,
성마루미술관,사립,충청북도 충주시 대소원면 장성길 38-1,충청북도 충주시 대소원면 장성길 38-1,36.9613298,127.8388283,043-853-1883,성마루미술관,없음,전시실,09:00,18:00,09:00,18:00,연중무휴,0,0,0,0,"충주시 대소원면 장성리에 위치한 성마루미술관은 서예,한국화,서양화,유화,도자기 등의 소장품 200여점이 상설전시되어 있으며, 야외전시장, 수목원, 연못, 쉼터 등의 부대시설을 갖추고 있음",,043-853-1883,성마루미술관,2018-06-05,4390000,충청북도 충주시,
외솔기념관,공립,울산광역시 중구 병영12길 15,울산광역시 중구 동동 613번지,37.518008,127.114457,052-290-4828,외솔기념관,,,09:00,18:00,09:00,18:00,"매주 월요일 (단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관",0,0,0,무료,외솔기념관은 외솔 최현배선생의 업적과 유품을 소장하고 있는 2010년 3월 23일에 개관한 공립박물관,"버스:132,203,205",052-290-3695,울산광역시 중구청,2018-08-24,3690000,울산광역시 중구,
고은사진미술관,사립,부산광역시 해운대구 해운대로 452번길 16 [48089],부산광역시 해운대구 우2동 1005-17번지,35.163519,129.141207,051-746-0055,고은문화재단,www.goeunmuseum.org/,도서관,10:00,19:00,10:00,19:00,"매주 월요일, 1월1일, 설연휴, 추석연휴",0,0,0,"음악회(참여 후원비 10,000원)",있음,있음,051-746-0055,있음,2018-08-10,3330000,부산광역시 해운대구,
최북미술관,공립,전라북도 무주군 무주읍 한풍루로 15,,36.0002230,127.6625944,063-320-5636,전라북도 무주군청,http://art.muju.go.kr,,09:00,18:00,09:00,18:00,매주월요일 명절당일,0,0,0,,,,063-320-5636,전라북도 무주군청,2018-08-22,4740000,전라북도 무주군,
반디랜드 곤충박물관,공립,전라북도 무주군 설천면 무설로 1324,전라북도 무주군 설천면 청량리 1100번지,36.0132290,127.7587450,063-324-1188,전라북도 무주군청,http://tour.muju.go.kr/bandiland/index.do,"수유실, 장애인 화장실",09:00,18:00,09:00,18:00,"매주월요일, 1월1일, 명절당일",5000,3000,2000,3000(경로),"상설전시관, 생태온실, VR영상실, 돔영상실, 3D영상실 운영",,063-320-5663,전라북도 무주군청,2018-08-22,4740000,전라북도 무주군,
철박물관,사립,충청북도 음성군 감곡면 영산로 360,충청북도 음성군 감곡면 오향리 97,37.090891,127.649421,043-883-2321,세연문화재단,http://www.ironmuseum.or.kr/main.php,세미나실+교육관+아트스튜디오,10:00,17:00,10:00,17:00,1~2월,0,0,0,,2000년도 철의 소중함을 알리고자 일류문명과 함께 해온 철을 주제로 한 박물관,자가용 이용시-중부내률고속도로 감곡IC(10분)  대중교통  동서울터미널-감곡장호원방면,043-883-2321,세연재단,2018-07-31,4470000,충청북도 음성군,
한독의약박물관,사립,충청북도 음성군 대소면 대풍산단로 78,충청북도 음성군 대소면 대풍리 37,36.970552,127.465238,043-530-1004,한독제석재단,http://www.handokjeseokfoundation.org/museum/index.asp,,09:00,17:00,09:00,17:00,매주월요일 추석 신정 설연휴 하기휴가,0,0,0,,한독의약박물관은 1964년 문을 열었으며  우리나라 최초의 기업박물관이자 의료관련 전문박물관,자가용 이용시-중부고속도로 대소IC 5분거리  대중교통이용시 서울동서울터미널 음성행버스 서울남부버스터미널  진천행 버스,043-530-1004,한독약물,2018-07-31,4470000,충청북도 음성군,
순천시립뿌리깊은나무박물관,공립,전라남도 순천시 낙안면 평촌3길45,전라남도 순천시 남내리 219,34.903831,127.339855,061-749-8858,순천시청,관광순천http://main.suncheon.go.kr/tour/tourist/0010/0002/,화장실 및 쉼터,09:00,18:00,09:00,18:00,매주 월요일,1000,800,500,단체(20명이상) 할인순천시민 50 할인,"故한창기 선생이 생전에 모은6,500여점의 유물이 전시 · 보존 되어 있는곳","1. 버스 : 61번, 63번, 68번2. 자가용  - 서순천IC → 선평삼거리 → 가곡삼거리 → 순천대 → 순고오거리 → 청암대사거리 → 연동삼거리 → 낙안 - 순천IC → 조례지하차도 → 팔마서거리 → 호현삼거리 → 청암대사거리 → 연동삼거리 → 낙안",061-749-8858,순천시청,2018-08-30,4820000,전라남도 순천시,
순천시기독교역사박물관,공립,전라남도 순천시 매산길61,전라남도 순천시 매곡동 179-10,34.9602917,127.480170,061-749-4532,순천시청,관광순천http://main.suncheon.go.kr/tour/tourist/0010/0001/,화장실 및 작은도서관,09:00,18:00,09:00,18:00,"매주 일요일1.1 ,설날, 추석",0,0,0,무료,순천 선교역사 100년을 돌아볼수 있는기증유물 730여점과 영상이 있는 복합문화공간,"1. 버스 71,77,56,59,552. 버스 또는 승용차이용순천또는 서순천 IC→ 순천시청→순천의료원 →순천중앙교회에서 500m 방향",061-749-4532,순천시청,2018-08-30,4820000,전라남도 순천시,
고암 이응노생가 기념관,공립,충청남도 홍성군 홍북면 이응노로 61-7,충청남도 홍성군 홍북면 중계리 386-1,36.6230652,126.6319405,041-630-9232,홍성군 역사문화시설관리사업소,http://www.leeungno.org/,,09:00,18:00,09:00,18:00,"매주 월요일(월요일이 공휴일인 경우 화요일 휴관), 매년 1월 1일, 설날, 추석",1000,500,500,매달 마지막 주 수요일 문화가 있는 날 관람료 무료,,,041-630-9232,충청남도 홍성군청,2018-08-28,4600000,충청남도 홍성군,
결성농요농사박물관,공립,충청남도 홍성군 결성면 구성남로 91,충청남도 홍성군 결성면 읍내리 12-1,36.5323332,126.5477433,041-642-1993,홍성군 역사문화시설관리사업소,http://www.041-642-1993.kti114.net/,,09:00,17:00,09:00,17:00,"1월 1일, 추석, 설날, 매주 월요일(월요일이 공휴일인 경우 다음날 화요일 대체휴관)",0,0,0,무료,,,041-642-1993,충청남도 홍성군청,2018-08-28,4600000,충청남도 홍성군,
홍주성 역사관,공립,충청남도 홍성군 홍성읍 아문길 20,충청남도 홍성군 홍성읍 오관리 98,36.6002616,126.6432671,041-630-9240,홍성군 역사문화시설관리사업소,http://history.hongseong.go.kr/history.do,자료실,09:00,18:00,09:00,18:00,"매주 월요일(월요일이 공휴일인 경우 화요일 휴관), 매년 1월 1일, 설날, 추석",0,0,0,무료,,,041-630-9240,충청남도 홍성군청,2018-08-28,4600000,충청남도 홍성군,
한국식기박물관,사립,충청남도 홍성군 장곡면 무한로 957-24,충청남도 홍성군 장곡면 산성리 265-4,36.4940345,126.7252049,041-642-3833,한국식기박물관,http://hansikmuseum.modoo.at/,,10:00,17:00,10:00,17:00,매주 월요일,0,0,0,무료,,,041-642-3833,김해경,2018-08-28,4600000,충청남도 홍성군,
대담,사립,전라남도 담양군 담양읍 언골길 5-4,전라남도 담양군 담양읍 향교리 352-1,35.325254,126.983500,061-381-0082,대담,www.daedam.kr,전시실 수장고 연구실,09:00,18:00,09:00,18:00,연중무휴,0,0,0,0,,,061-286-5432,전라남도,2018-09-06,4850000,전라남도 담양군,
보임쉔,사립,전라남도 담양군 대전면 신룡길 79-3,전라남도 담양군 대전면 응용리 591,35.248682,126.879649,061-383-6473,보임쉔,www.artbaum.co.kr,전시실 수장고,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,,,061-286-5432,전라남도,2018-09-06,4850000,전라남도 담양군,
나야나,사립,전라남도 담양군 담양읍 언골길 7-12,전라남도 담양군 담양읍 향교리 366,35.325872,126.983504,061-380-0080,나야나,,전시실 수장고,09:00,18:00,09:00,18:00,연중무휴,0,0,0,0,,,061-286-5432,전라남도,2018-09-06,4850000,전라남도 담양군,
담양우표,사립,전라남도 담양군 대전면 대치9길 16,전라남도 담양군 대전면 대치리 876-5,35.276612,126.889400,061-383-3863,담양우표,www.cafe.daum.net/nsk7000,전시실 수장고,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,,,061-286-5432,전라남도,2018-09-06,4850000,전라남도 담양군,
미암,사립,전라남도 담양군 대덕면 장동길 76,전라남도 담양군 대덕면 장산리 239,35.259953,127.021505,061-381-1239,미암,,전시실 수장고,10:00,17:00,10:00,17:00,월요일휴관,0,0,0,0,,,061-286-5432,전라남도,2018-09-06,4850000,전라남도 담양군,
속초시박물관,공립,강원도 속초시 신흥2길 16,강원도 속초시 노학동 736-1,38.2005223,128.5396564,033-639-2978,속초시박물관,https://www.sokchomuse.go.kr,"은서네 매점, 공동취사장",09:00,18:00,09:00,18:00,"1월 1일, 매주 월요일",2000,1500,700,"미취학아동, 65세이상 어르신, 국가유공자, 장애인 등 무료",속초시립박물관은 속초가 간직하고 있는 독특한 민속문화를 두루 관람하면서 향토민속문화를 손수 체험할 수 있는 박물관입니다.,"속초시내버스 3, 3-1(20분 간격운행) [한옥마을] 정류장 하차",033-639-2978,강원도 속초시청,2018-09-06,4230000,강원도 속초시,
부산광역시립미술관,공립,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1413,35.166744,129.137008,051-744-2602,-,http://art.busan.go.kr/,"도서자료실, 수유실, 카페테리아, 아트샵",10:00,18:00,10:00,18:00,"1월 1일, 매주 월요일(월요일이 휴일인 경우, 화요일)",0,0,0,"본관은 무료, 이우환공간 유료",부산의 대표적인 미술문화공간,"도시철도 2호선 벡스코(시립미술관)역 5번출구, 버스 31, 39, 40, 63 등",051-744-2602,-,2018-08-20,6260000,부산광역시,
부산현대미술관,공립,부산광역시 사하구 낙동남로 1191(하단동),부산광역시 사하구 하단동 1149-37,35.109633,128.942719,051-220-7400,부산현대미술관 관리팀,http://www.busan.go.kr/moca,미술관 1층 갤러리카페,10:00,18:00,10:00,18:00,1.1 휴관매주 월요일 휴관,0,0,0,부산광역시립미술관 및 부산현대미술관 운영조례 제5조에 따름,2018년 6월 15일 개관동시대 미술을 중심으로 하는 공립미술관,"지하철, 버스 등홈페이지 참조",051-220-7400,부산현대미술관,2018-08-20,6260000,부산광역시,
안성맞춤박물관,공립,경기도 안성시 대덕면 서동대로 4726-15,경기도 안성시 대덕면 내리 산57-2,37.011318,127.228354,031-676-4352,안성시,https://www.anseong.go.kr/tourPortal/museum,"휴식공간, 자전거보관대",09:00,18:00,09:00,18:00,"월요일(월요일이 휴일인 경우 다음날 휴관), 1월1일, 설날, 추석",0,0,0,,안성맞춤박물관은 안성유기(鍮器)를 중심테마로 2002년 8월 1일에 개관한 시립박물관이다.,,031-678-2507,안성시,2018-08-01,4080000,경기도 안성시,
